Light_Intensity,Temperature,PIR,Minute_Of_Day,Room_Occupancy_Count,LED_On
67.0,25.127499999999998,0,673,1,1
14.25,24.9825,0,498,0,0
30.0,25.282500000000002,0,687,0,0
9.25,25.89,1,1013,3,1
24.25,25.86,1,953,3,1
80.0,26.1575,0,1167,2,1
6.25,24.967499999999998,0,456,0,0
0.0,25.612499999999997,0,1307,0,0
62.25,24.9375,0,651,1,1
6.5,25.9075,1,1019,3,1
0.0,25.1575,0,312,0,0
0.0,25.517500000000002,0,1178,0,0
84.75,26.0175,1,1022,2,1
0.0,26.0475,0,1205,0,0
0.0,25.5325,0,1351,0,0
55.25,26.0775,0,927,1,1
7.5,25.9225,1,1018,3,1
0.0,25.3625,0,19,0,0
27.75,25.6725,0,933,3,1
0.0,25.392500000000002,0,64,0,0
80.75,26.015,0,1043,2,1
36.25,26.1725,1,884,0,0
0.0,25.517500000000002,0,1135,0,0
81.0,26.03,1,1048,2,1
58.0,25.9375,0,963,1,1
0.0,25.2975,0,157,0,0
0.0,25.314999999999998,0,1306,0,0
43.25,26.1875,0,995,1,1
65.5,25.1575,0,675,1,1
0.0,25.97,0,1208,0,0
79.75,26.1875,1,1142,2,1
28.75,25.627499999999998,0,931,3,1
0.0,25.83,0,1094,0,0
0.0,25.1875,0,265,0,0
0.0,25.080000000000002,0,187,0,0
57.75,26.095,0,941,1,1
13.5,25.875,1,1002,3,1
84.75,26.035,0,1037,2,1
69.25,25.502499999999998,0,747,1,1
51.0,26.14,1,962,1,1
81.5,26.0625,1,1052,2,1
65.25,25.0175,0,659,1,1
83.5,26.015,0,1053,2,1
64.75,25.0975,0,667,1,1
17.25,25.7975,1,966,3,1
0.0,25.3125,0,92,0,0
28.5,25.564999999999998,1,928,3,1
0.0,25.345,0,117,0,0
69.0,25.52,0,751,1,1
18.5,25.845,1,976,3,1
47.5,26.202499999999997,0,975,1,1
79.75,26.1875,1,1159,2,1
35.0,25.314999999999998,0,708,0,0
0.0,25.595,0,1301,0,0
0.0,25.3775,0,14,0,0
86.0,25.97,1,1013,2,1
0.0,25.455,0,1277,0,0
0.0,25.1725,0,218,0,0
80.0,26.1425,0,1172,2,1
0.0,25.02,0,330,0,0
54.5,26.155,1,951,1,1
57.25,25.92,1,966,1,1
13.25,25.875,0,997,3,1
22.75,25.75,1,941,3,1
0.0,25.4875,0,1193,0,0
87.25,25.985,1,1023,2,1
89.75,26.2675,1,1121,2,1
31.25,25.2525,0,679,0,0
44.0,26.185,0,992,1,1
0.0,25.095,0,128,0,0
64.5,25.015,1,658,1,1
62.0,25.9225,0,951,1,1
0.0,25.345,0,1291,0,0
41.25,25.3275,0,731,0,0
14.75,24.9825,0,504,0,0
17.75,25.8275,1,979,3,1
10.75,25.875,1,1007,3,1
85.5,25.985,1,1016,2,1
50.5,25.9225,0,984,1,1
0.0,26.0325,0,1204,0,0
9.25,25.8925,1,1013,3,1
81.75,26.237499999999997,1,1128,2,1
0.0,25.264999999999997,0,194,0,0
87.75,25.955,0,1013,2,1
52.5,25.9375,0,979,1,1
81.0,26.015,1,1042,2,1
53.5,26.14,1,954,1,1
1.5,24.952499999999997,0,429,0,0
0.0,25.424999999999997,0,1245,0,0
0.0,25.1725,0,1429,0,0
0.0,25.595,0,1149,0,0
50.0,26.155,0,965,1,1
0.75,24.9675,0,416,0,0
0.0,25.22,0,312,0,0
57.0,26.14,0,944,1,1
56.0,25.92,0,967,1,1
16.5,24.985,0,523,0,0
134.0,26.2225,1,735,2,0
64.75,25.0325,0,657,1,1
0.0,24.985,0,412,0,0
14.75,24.9825,0,502,0,0
0.0,25.1125,0,377,0,0
46.5,26.17,0,980,1,1
0.0,25.765,0,1263,0,0
84.0,26.0,0,1040,2,1
15.0,25.5975,0,978,0,0
95.75,26.0325,1,1064,2,1
0.0,25.4075,0,1242,0,0
32.75,26.0925,0,904,0,0
13.0,25.875,1,996,3,1
1.25,25.049999999999997,0,422,0,0
82.75,26.015,1,1033,2,1
0.0,25.4075,0,1425,0,0
80.0,26.1275,0,1179,2,1
145.5,26.205,0,1119,3,0
89.5,25.987499999999997,0,1003,2,1
65.25,25.05,1,662,1,1
28.0,25.189999999999998,0,650,0,0
73.25,25.565,1,766,1,1
0.0,25.235,0,160,0,0
0.0,25.3925,0,1414,0,0
88.25,25.97,1,1005,2,1
65.0,25.095000000000002,0,668,1,1
144.0,26.345,1,1124,3,0
80.0,26.1725,0,1155,2,1
16.5,25.0,0,515,0,0
0.0,25.1275,0,377,0,0
57.75,26.125,0,941,1,1
0.0,25.080000000000002,0,155,0,0
12.25,25.612499999999997,0,994,0,0
81.5,26.2675,1,1122,2,1
2.0,24.985,0,427,0,0
85.25,26.017500000000002,1,1030,2,1
0.0,25.265,0,1348,0,0
134.75,26.002499999999998,0,729,2,0
0.0,25.515,0,1175,0,0
0.0,25.532500000000002,0,1129,0,0
45.0,25.5975,0,882,0,0
15.25,25.5975,0,977,0,0
0.0,25.7825,0,1258,0,0
129.25,25.487499999999997,1,706,2,0
80.5,26.1275,0,1181,2,1
0.0,25.1725,0,347,0,0
56.0,25.92,0,969,1,1
0.0,25.2025,0,197,0,0
14.0,25.8425,1,995,3,1
6.5,25.6125,0,1013,0,0
0.0,25.25,0,1374,0,0
80.75,26.1725,1,1191,2,1
0.0,25.4075,0,1432,0,0
137.0,25.8475,1,805,2,0
24.25,25.86,1,953,3,1
17.5,25.845,1,972,3,1
57.0,25.92,1,965,1,1
16.5,25.0325,0,520,0,0
0.0,25.439999999999998,0,1290,0,0
51.5,26.155,1,961,1,1
0.0,25.439999999999998,0,1213,0,0
0.0,25.3625,0,32,0,0
18.25,25.5975,0,967,0,0
64.25,25.9225,0,939,1,1
0.0,25.279999999999998,0,133,0,0
0.0,25.409999999999997,0,1429,0,0
0.0,25.6725,0,1123,0,0
90.25,25.985,1,1003,2,1
0.0,25.002499999999998,0,388,0,0
135.25,26.2325,0,838,2,0
0.0,25.532500000000002,0,1128,0,0
65.75,25.1425,0,676,1,1
57.5,25.905,1,964,1,1
69.5,25.502499999999998,0,749,1,1
0.0,24.967499999999998,0,409,0,0
94.75,25.9375,1,993,2,1
142.5,26.235,1,1084,3,0
0.0,25.502499999999998,0,1207,0,0
0.0,25.22,0,305,0,0
0.0,25.3475,0,90,0,0
64.0,24.9675,0,653,1,1
95.5,26.0,1,1061,2,1
0.0,25.8125,0,1249,0,0
17.0,25.0325,0,526,0,0
57.5,26.0925,0,932,1,1
13.0,25.0325,0,483,0,0
85.0,26.0,1,1017,2,1
0.0,25.735,0,1271,0,0
18.5,25.7975,1,963,3,1
30.25,25.22,0,663,0,0
24.25,25.86,1,955,3,1
0.0,25.3625,0,105,0,0
0.0,25.095000000000002,0,205,0,0
87.25,26.002499999999998,1,1022,2,1
67.75,25.377499999999998,0,719,1,1
0.0,25.1725,0,1431,0,0
142.75,26.25,1,1102,3,0
84.25,25.985,1,1022,2,1
0.0,24.9675,0,393,0,0
40.75,25.4525,0,805,0,0
0.0,25.279999999999998,0,122,0,0
57.75,25.92,0,964,1,1
57.25,26.11,0,942,1,1
85.25,26.0,1,1030,2,1
24.5,25.83,1,950,3,1
23.0,25.0925,0,604,0,0
46.0,26.17,0,982,1,1
38.0,26.2975,1,850,0,0
17.5,25.8275,0,980,3,1
54.0,26.125,0,950,1,1
0.0,25.3925,0,6,0,0
23.5,25.1125,0,608,0,0
24.0,25.6125,0,947,0,0
58.5,25.9225,0,961,1,1
0.0,25.3775,0,32,0,0
0.0,25.125,0,85,0,0
69.5,25.5175,1,748,1,1
14.5,25.8275,1,994,3,1
0.0,25.439999999999998,0,1219,0,0
83.75,26.0,1,1041,2,1
129.5,25.47,1,707,2,0
19.0,25.015,0,567,0,0
58.0,26.125,0,938,1,1
0.0,25.455,0,1354,0,0
50.75,25.92,0,982,1,1
0.0,25.279999999999998,0,203,0,0
0.0,25.1275,0,292,0,0
87.75,25.987499999999997,1,1014,2,1
59.0,25.905,0,960,1,1
79.75,26.1725,0,1156,2,1
130.0,25.3775,1,695,2,0
10.5,25.875,1,1008,3,1
49.75,25.9375,1,988,1,1
0.0,25.3775,0,55,0,0
20.25,25.845,1,956,3,1
82.75,26.0,1,1031,2,1
81.5,26.015,0,1038,2,1
0.0,25.3475,0,65,0,0
69.5,25.502499999999998,1,747,1,1
63.75,25.9525,1,949,1,1
0.0,25.11,0,88,0,0
84.75,25.9375,1,990,1,1
143.5,25.955,0,1035,2,0
28.5,25.6425,0,932,3,1
85.75,26.0,1,1013,2,1
0.0,25.485,0,1179,0,0
0.0,25.4225,0,1378,0,0
0.0,25.485,0,1380,0,0
133.5,26.267500000000002,1,741,2,0
18.5,24.9525,0,551,0,0
0.0,25.4375,0,1381,0,0
135.0,26.0475,0,731,2,0
0.0,24.985,0,408,0,0
0.0,25.0475,0,402,0,0
70.75,25.485,0,739,1,1
18.5,25.0975,0,544,0,0
0.0,25.409999999999997,0,2,0,0
22.75,25.75,1,942,3,1
0.0,25.294999999999998,0,190,0,0
90.0,25.955,1,999,2,1
85.5,26.017500000000002,1,1031,2,1
61.75,24.9225,0,650,1,1
65.75,25.9225,0,944,1,1
82.0,26.235,1,1128,2,1
26.0,25.125,0,621,0,0
12.25,25.8425,0,992,3,1
34.75,25.267500000000002,0,683,0,0
0.0,25.36,0,1285,0,0
33.75,25.282500000000002,0,706,0,0
0.0,25.314999999999998,0,1295,0,0
0.0,25.1125,0,386,0,0
0.0,25.08,0,301,0,0
138.0,26.752499999999998,0,1166,3,0
20.25,25.0475,0,579,0,0
0.0,25.235,0,242,0,0
68.75,25.580000000000002,1,769,2,1
0.0,25.1275,0,342,0,0
0.0,25.565,0,1331,0,0
26.5,25.189999999999998,0,641,0,0
0.0,25.265,0,221,0,0
0.0,25.47,0,1246,0,0
36.25,26.2025,0,864,0,0
0.0,25.565,0,1322,0,0
19.75,25.029999999999998,0,572,0,0
0.0,25.517500000000002,0,1104,0,0
0.0,25.5025,0,1203,0,0
83.75,26.0175,1,1043,2,1
0.0,25.3125,0,105,0,0
0.0,25.17,0,37,0,0
6.25,24.9375,0,460,0,0
29.25,25.205,0,647,0,0
0.0,25.3925,0,0,0,0
81.0,26.03,1,1050,2,1
84.5,26.017500000000002,1,1035,2,1
138.75,25.8925,1,819,2,0
129.5,25.5325,1,714,1,0
78.5,26.2025,0,1134,2,1
0.0,25.3925,0,4,0,0
21.0,25.0625,0,592,0,0
3.75,25.61,0,1025,0,0
13.5,25.9075,1,1003,3,1
86.25,26.002499999999998,1,1024,2,1
86.0,26.035,0,1026,2,1
0.0,25.1875,0,1433,0,0
0.0,25.1425,0,315,0,0
0.0,25.155,0,41,0,0
46.25,26.127499999999998,0,878,0,0
1.75,24.9675,0,424,0,0
0.0,25.0,0,361,0,0
0.0,25.205,0,1423,0,0
190.5,26.3425,1,830,3,0
0.0,25.4375,0,1414,0,0
144.75,26.1575,1,1079,3,0
0.0,25.375,0,1269,0,0
0.0,25.61,0,1301,0,0
0.0,25.627499999999998,0,1300,0,0
1.25,25.05,0,420,0,0
0.0,25.279999999999998,0,123,0,0
0.0,25.0325,0,334,0,0
80.25,26.1275,0,1178,2,1
85.0,26.017500000000002,0,1033,2,1
95.75,25.9875,1,1060,2,1
0.0,25.095000000000002,0,214,0,0
45.25,26.185,1,986,1,1
83.5,26.0325,0,1052,2,1
42.5,26.1875,0,996,1,1
47.25,25.5325,0,840,0,0
0.0,25.2975,0,153,0,0
18.25,25.0825,0,545,0,0
16.75,25.0325,0,527,0,0
0.0,24.9825,0,404,0,0
0.0,25.2975,0,168,0,0
49.0,26.185,0,969,1,1
0.0,25.8425,0,1239,0,0
46.75,26.202499999999997,1,977,1,1
4.5,25.034999999999997,0,443,0,0
1.25,25.049999999999997,0,420,0,0
80.0,26.157500000000002,0,1154,2,1
0.0,25.3625,0,24,0,0
0.0,25.1125,0,372,0,0
56.0,26.125,0,948,1,1
16.0,24.9675,0,532,0,0
0.0,25.1275,0,330,0,0
65.5,25.9225,1,935,1,1
95.75,26.015,1,1064,2,1
44.25,26.17,0,989,1,1
0.0,25.205,0,254,0,0
79.75,26.1725,0,1151,2,1
26.25,25.7675,1,946,3,1
0.0,25.3925,0,1404,0,0
0.0,25.314999999999998,0,1289,0,0
0.0,25.485,0,1242,0,0
20.0,25.845,1,961,3,1
14.25,25.5975,0,982,0,0
0.0,25.22,0,1373,0,0
95.0,25.97,1,1073,2,1
94.0,25.97,1,993,2,1
71.5,25.485,0,743,1,1
80.0,26.1275,1,1177,2,1
24.5,25.8125,1,950,3,1
70.5,25.502499999999998,0,746,1,1
80.0,26.1875,0,1163,2,1
0.0,25.4875,0,1199,0,0
0.0,25.279999999999998,0,247,0,0
95.5,26.0,1,1068,2,1
0.0,25.33,0,1288,0,0
85.25,26.0,0,1031,2,1
19.5,25.0475,0,578,0,0
87.25,25.987499999999997,0,1016,2,1
129.5,25.4375,1,702,2,0
13.25,25.8575,1,997,3,1
6.75,25.0325,0,458,0,0
80.0,26.1875,1,1142,2,1
47.5,25.5675,0,865,0,0
83.75,26.015,0,1053,2,1
65.5,25.94,0,937,1,1
80.5,26.1425,0,1183,2,1
0.0,25.4075,0,1434,0,0
0.0,25.409999999999997,0,17,0,0
69.25,25.52,0,750,1,1
52.5,26.14,0,957,1,1
0.0,25.1275,0,383,0,0
16.5,25.0325,0,542,0,0
17.25,25.8425,1,980,3,1
80.0,26.1575,0,1170,2,1
31.25,26.11,0,901,0,0
49.5,25.9225,1,989,1,1
59.75,25.939999999999998,0,955,1,1
5.5,24.985,0,450,0,0
64.75,25.11,0,670,1,1
95.5,26.0,1,1063,2,1
88.25,25.97,0,1005,2,1
0.0,25.25,0,205,0,0
130.0,25.5625,1,716,2,0
68.5,25.467499999999998,0,736,1,1
82.5,26.0475,1,1035,2,1
73.25,25.55,0,756,1,1
0.0,25.439999999999998,0,1294,0,0
71.25,25.485,0,742,1,1
88.75,25.97,1,1006,2,1
0.0,25.294999999999998,0,100,0,0
0.0,25.035,0,313,0,0
0.0,25.47,0,1357,0,0
34.25,25.282500000000002,0,697,0,0
84.75,26.0,1,1034,2,1
187.0,26.47,1,802,3,0
0.0,25.5025,0,1191,0,0
49.75,26.17,0,967,1,1
145.0,26.14,1,1077,3,0
0.0,25.9225,0,1223,0,0
66.0,25.2025,0,682,1,1
16.25,24.9825,0,528,0,0
65.0,25.0325,1,656,1,1
0.0,25.4225,0,1422,0,0
0.0,25.424999999999997,0,1230,0,0
54.25,26.14,1,952,1,1
68.0,25.467499999999998,1,736,1,1
50.75,25.9375,0,983,1,1
79.75,26.1575,0,1162,2,1
91.25,25.939999999999998,1,998,2,1
0.0,25.7975,0,1245,0,0
80.0,26.142500000000002,0,1176,2,1
0.0,25.4375,0,1396,0,0
24.5,25.845,1,954,3,1
67.5,25.36,1,715,1,1
7.75,25.5975,0,1007,0,0
79.75,26.1875,1,1139,2,1
17.25,25.0475,0,547,0,0
81.25,26.015,1,1039,2,1
7.75,24.985,0,462,0,0
95.75,25.985,0,1062,2,1
139.25,25.83,1,808,2,0
23.0,25.0925,0,603,0,0
0.0,25.4075,0,4,0,0
57.5,26.11,0,933,1,1
26.0,25.189999999999998,0,647,0,0
80.25,26.1275,1,1188,2,1
0.0,25.5025,0,1186,0,0
83.25,26.0,1,1025,2,1
7.5,25.9075,1,1015,3,1
36.5,25.5975,0,894,0,0
49.75,25.92,1,990,1,1
56.0,25.92,0,969,1,1
1.25,25.564999999999998,0,1049,0,0
79.75,26.1875,0,1144,2,1
69.5,25.5175,1,748,1,1
81.5,26.2025,1,1130,2,1
0.0,25.2975,0,1318,0,0
0.0,25.4675,0,1374,0,0
0.0,25.2975,0,110,0,0
172.0,26.4225,1,751,3,0
44.25,26.205,1,990,1,1
0.0,25.455,0,1263,0,0
95.5,26.0,0,1065,2,1
26.75,25.189999999999998,0,635,0,0
15.25,25.0475,0,501,0,0
65.0,25.1125,0,667,1,1
80.0,26.1575,1,1168,2,1
0.0,25.080000000000002,0,154,0,0
0.0,25.517500000000002,0,1094,0,0
0.0,25.5475,0,1063,0,0
0.0,25.47,0,1189,0,0
86.0,26.0,1,1011,2,1
88.25,25.97,1,1010,2,1
14.75,25.0475,0,495,0,0
85.0,26.0,0,1034,2,1
0.0,25.33,0,83,0,0
0.0,25.1875,0,324,0,0
0.0,25.47,0,1358,0,0
44.25,26.155,0,989,1,1
50.25,25.92,1,984,1,1
0.0,25.5625,1,1077,0,0
12.25,25.875,1,1004,3,1
15.5,24.9675,0,515,0,0
15.0,24.987499999999997,0,499,0,0
56.75,26.125,1,943,1,1
80.0,26.1725,1,1153,2,1
64.75,25.0325,0,660,1,1
57.75,26.11,0,935,1,1
0.0,25.47,0,1269,0,0
14.0,25.86,1,994,3,1
3.5,24.967499999999998,0,441,0,0
0.0,25.2025,0,310,0,0
79.75,26.1725,1,1165,2,1
0.0,25.485,0,1370,0,0
61.0,25.9225,0,953,1,1
2.5,25.049999999999997,0,432,0,0
68.5,25.3275,0,711,1,1
45.0,25.5825,0,881,0,0
58.0,26.11,0,939,1,1
0.0,25.157500000000002,0,354,0,0
0.0,25.1575,0,357,0,0
0.0,25.1125,0,273,0,0
36.0,25.267500000000002,0,696,0,0
26.75,25.7675,1,945,3,1
