Light_Intensity,Temperature,Humidity,Minute_Of_Day,LED_On
343.2,22.6,82.5,642,0
36.1,34.3,61.5,1369,1
17.9,29.4,80.9,1199,1
0.0,24.6,61.4,347,0
28.0,35.1,84.9,1438,1
0.0,34.4,67.4,1274,1
288.8,27.3,68.4,928,0
0.0,27.3,65.6,70,0
0.0,28.0,68.5,44,0
0.0,31.2,75.3,1397,1
1.2,29.8,65.9,1419,1
222.4,24.5,81.3,510,0
3.6,32.5,68.6,1268,1
377.5,25.3,75.0,681,0
104.3,30.3,80.2,970,1
146.8,28.2,83.4,856,1
29.9,29.9,69.4,1112,1
20.2,29.0,52.8,1270,1
91.8,24.2,79.0,578,1
406.5,23.6,89.5,667,0
183.4,28.9,96.4,830,0
122.0,22.0,78.3,536,1
384.2,25.3,83.8,723,0
0.0,28.3,64.1,155,0
28.2,34.5,72.5,1218,1
411.6,26.2,80.8,803,0
0.0,32.4,74.5,1240,1
262.7,25.4,63.7,588,0
100.1,30.6,86.5,917,1
2.4,25.3,71.5,392,1
0.0,30.6,66.9,225,0
15.6,31.1,59.6,1175,1
0.0,34.9,66.1,1329,1
113.6,25.9,87.9,654,1
288.4,29.5,91.1,913,0
0.0,32.5,72.5,1146,1
0.0,28.8,70.5,191,0
0.8,30.4,72.9,1281,1
70.2,32.2,61.9,1286,1
0.0,31.0,76.7,1367,1
87.1,33.2,69.1,996,1
369.3,24.7,91.5,730,0
314.5,28.5,74.6,635,0
0.0,27.1,55.2,179,0
195.3,22.0,73.3,492,1
43.9,23.4,77.2,331,0
42.4,30.2,59.6,1267,1
0.0,35.3,76.9,1206,1
338.4,22.0,83.9,642,0
130.9,29.7,72.8,942,1
1.7,34.4,73.0,1137,1
0.0,31.5,76.2,256,0
174.4,26.7,95.0,801,0
248.6,30.2,85.9,1005,0
33.7,25.7,74.0,153,1
43.8,26.2,68.0,199,0
109.0,33.4,78.7,952,1
250.4,30.8,80.4,907,0
0.0,34.4,81.4,1221,1
0.0,28.3,61.1,206,0
0.0,33.6,75.4,1113,1
95.2,33.9,83.1,980,1
185.3,25.1,83.2,734,0
10.9,33.3,78.5,1264,1
0.0,30.1,69.3,1357,1
20.0,26.8,67.0,1396,0
0.0,30.5,66.7,7,0
353.3,25.4,93.8,678,0
21.2,26.8,64.8,184,0
309.4,23.3,78.3,622,0
0.0,26.3,73.8,258,0
0.0,29.9,70.2,73,0
85.1,33.9,84.4,969,1
59.1,25.2,59.0,450,1
20.8,26.3,72.3,312,1
0.0,30.5,70.5,1221,1
75.0,22.1,85.6,516,1
182.1,24.0,76.3,758,1
330.5,23.9,88.6,609,0
85.7,29.2,77.1,930,1
93.9,29.5,81.5,942,1
0.0,27.4,76.5,94,0
114.1,22.0,83.7,552,1
153.7,24.3,86.2,689,0
98.5,26.0,82.2,453,1
322.4,23.8,89.3,635,0
85.2,24.0,60.3,574,1
179.5,22.8,91.9,766,0
210.3,30.2,90.1,963,0
0.0,25.4,76.0,414,1
0.0,29.7,50.9,1432,1
37.6,29.9,60.7,123,0
7.3,34.3,63.1,1186,1
159.8,30.2,85.4,725,0
45.8,29.6,76.1,1134,1
32.1,25.1,84.1,387,1
60.8,22.0,91.2,509,1
32.1,32.7,95.3,1106,1
394.9,27.0,79.5,724,0
0.0,28.0,68.0,1303,1
142.7,24.7,77.5,458,1
0.0,31.5,62.5,1294,1
88.2,28.5,79.8,1058,1
0.0,30.9,72.3,1363,1
69.3,33.2,83.8,74,0
12.9,32.0,82.6,1038,1
85.4,29.2,69.0,1049,1
128.3,23.9,73.0,637,1
17.2,26.1,58.5,31,0
152.5,24.8,90.1,819,0
262.8,32.4,82.7,928,0
365.1,26.4,73.3,605,0
41.7,30.9,58.1,25,0
0.0,25.3,83.7,386,1
92.7,31.9,92.4,934,0
169.9,27.6,67.0,807,0
309.4,27.4,85.9,844,0
381.7,26.8,91.5,820,0
39.9,31.5,67.3,1255,1
365.1,24.0,91.9,647,0
128.8,32.4,96.3,953,1
22.4,29.4,83.3,1095,1
209.7,29.0,83.4,1000,0
0.0,22.0,65.4,317,0
375.4,26.6,97.5,612,0
65.7,30.7,72.5,1002,1
195.2,27.5,84.5,504,0
53.9,29.5,72.7,1029,1
65.7,28.4,71.8,988,1
388.7,22.8,95.3,669,0
7.5,32.4,77.5,1325,1
28.7,31.2,59.3,1275,1
0.0,32.5,71.8,1284,1
0.0,25.2,68.9,283,0
122.3,27.4,74.3,603,1
9.1,29.5,60.9,216,0
51.2,27.1,64.8,213,0
0.0,30.1,68.4,138,0
0.0,30.6,81.5,1412,1
0.0,31.4,74.6,1323,0
136.1,25.7,82.1,1003,1
0.0,25.5,74.1,393,1
0.0,27.0,55.0,191,0
0.0,33.2,61.4,1350,1
126.9,27.4,94.1,735,1
151.9,23.7,92.3,661,0
0.0,29.6,54.8,48,0
0.0,31.0,67.7,1257,0
0.0,33.6,64.3,1139,1
37.2,35.1,75.6,1201,1
16.2,33.5,75.6,1175,1
59.8,34.8,66.2,1025,1
405.3,25.6,88.5,659,0
15.6,29.9,79.4,1162,1
0.0,25.2,72.4,158,0
63.1,28.2,78.1,1014,1
360.7,24.3,89.4,706,0
278.8,22.8,89.8,591,0
29.1,24.2,60.5,463,1
110.3,27.6,88.8,876,1
33.0,26.1,55.0,285,1
30.9,31.8,63.9,195,0
5.9,33.8,68.1,1242,1
0.0,32.4,77.0,1183,1
3.6,33.6,74.3,1098,1
0.0,30.4,75.6,1248,1
40.1,25.3,63.9,203,0
102.7,29.8,89.1,897,1
99.7,30.0,83.9,986,0
405.5,25.4,86.5,666,0
36.9,25.7,63.6,149,0
288.7,23.2,80.4,580,0
336.5,27.2,83.3,853,0
354.6,23.2,76.1,597,0
0.0,35.1,64.8,1431,1
22.1,35.7,68.7,1363,1
42.0,33.1,78.0,1034,1
17.5,30.2,56.6,11,0
10.8,26.8,64.2,172,0
0.0,29.9,70.5,1252,1
346.1,25.9,81.2,688,0
0.0,32.5,66.6,22,0
0.0,29.6,62.3,132,0
7.7,28.2,67.7,128,0
0.0,27.3,75.4,263,0
0.0,31.4,72.2,1118,1
34.0,29.4,68.0,29,0
0.0,24.9,77.5,180,0
17.2,26.3,66.6,239,0
57.5,30.6,85.1,969,1
422.9,26.1,80.2,817,0
87.8,28.5,79.6,1077,1
0.0,30.2,62.3,46,0
0.0,32.5,52.9,1274,1
257.6,28.3,93.8,908,0
32.0,28.0,63.5,132,0
12.3,26.4,70.2,1342,1
0.0,33.5,68.1,1232,1
169.9,24.6,71.6,488,0
0.0,34.3,76.4,1322,1
0.0,26.5,73.2,209,0
42.2,33.5,63.1,1208,1
0.0,28.4,76.6,291,0
167.0,24.6,96.6,624,0
0.0,32.7,72.3,1246,1
142.4,24.3,87.6,503,1
0.0,24.8,77.1,151,0
26.2,25.9,66.1,306,0
0.0,28.9,70.1,1415,1
373.1,22.8,72.7,624,0
117.9,25.0,79.4,499,1
109.8,30.6,79.6,856,1
28.4,33.0,62.7,1373,1
42.8,29.2,59.8,155,0
38.4,30.7,58.0,25,0
0.0,33.6,63.4,1158,1
0.0,35.2,54.7,1319,1
0.0,30.3,71.8,1116,1
374.0,25.9,73.4,827,0
225.3,31.5,74.0,962,0
0.0,28.5,60.3,1302,1
167.0,26.8,73.1,836,0
47.5,30.5,82.4,987,1
164.9,25.9,85.3,801,0
140.8,22.0,86.6,706,1
293.6,31.8,82.4,918,0
0.0,28.8,70.0,52,1
333.8,24.9,83.2,775,0
21.5,27.8,85.0,345,0
115.1,24.1,69.1,975,1
129.5,28.2,72.8,715,1
26.1,35.9,49.3,1325,1
0.0,29.7,60.0,1116,1
0.0,24.2,68.7,330,1
0.0,25.5,72.9,412,1
0.0,30.5,72.7,48,0
0.0,32.0,62.6,47,0
41.8,27.0,82.3,273,0
0.0,26.8,74.4,330,0
96.9,35.9,86.2,959,1
85.5,25.8,89.1,910,0
195.2,29.6,81.6,815,1
0.0,33.0,78.4,5,1
184.8,23.8,88.2,746,0
8.4,30.3,85.7,1146,1
245.4,25.1,90.3,588,0
0.0,28.3,69.8,1411,1
277.4,22.9,79.2,547,0
97.5,24.5,79.4,539,1
380.7,24.6,87.7,752,0
20.4,27.5,57.2,176,0
42.9,29.1,59.6,1066,1
16.6,30.0,69.2,1191,1
0.0,30.0,62.7,103,0
72.8,29.8,84.1,974,1
3.3,31.7,85.8,1134,1
4.6,32.9,66.2,1346,1
398.8,26.4,75.4,749,0
462.8,25.3,85.1,741,0
17.9,28.2,66.3,46,0
28.0,29.9,63.6,88,1
13.4,34.0,57.7,40,0
21.9,32.6,81.2,1427,1
12.4,23.0,76.3,269,0
62.7,26.8,70.4,1381,1
1.9,26.5,51.9,134,0
24.9,22.0,65.2,406,1
68.4,28.3,53.1,1406,1
19.9,27.1,65.6,1266,1
151.5,26.5,94.4,746,0
0.0,29.1,64.8,1340,1
88.7,28.5,75.0,1032,1
19.3,29.5,52.0,1434,1
57.8,30.7,72.4,1216,1
18.1,24.0,71.1,370,1
0.0,27.2,73.8,58,0
0.0,28.0,63.7,249,0
75.5,30.6,78.5,1016,1
1.2,25.0,72.8,452,1
332.7,27.1,80.8,853,0
0.0,34.0,78.0,1176,1
88.4,27.9,58.4,187,0
30.9,29.4,63.8,92,0
0.0,28.0,69.6,246,0
0.0,26.7,69.9,33,0
0.0,26.4,66.9,246,0
52.1,23.8,80.7,306,0
0.0,27.6,49.2,100,0
49.9,31.6,68.7,53,0
8.7,29.7,67.8,215,0
0.0,27.1,82.7,414,1
0.0,31.9,59.7,1266,1
44.1,29.4,78.5,19,0
24.0,32.5,75.9,17,0
130.5,22.2,73.9,464,1
0.0,35.3,75.8,1182,1
133.1,28.3,73.3,940,1
46.7,31.9,74.9,1213,1
177.9,24.9,78.3,759,0
0.0,31.5,68.8,1372,1
23.2,29.0,57.3,1393,1
23.3,30.7,75.8,1340,1
91.7,31.1,82.2,1068,1
25.9,31.7,88.3,1198,1
315.9,22.0,83.5,596,0
404.9,30.1,72.4,686,0
0.0,33.2,67.3,45,0
307.7,22.0,98.0,565,0
203.6,22.8,78.1,506,0
61.4,27.7,70.3,143,0
0.0,32.8,80.1,1084,1
166.0,24.9,69.9,521,0
304.6,22.0,84.1,577,0
45.3,36.1,80.6,1107,1
279.2,28.2,87.9,941,0
0.0,34.4,62.1,1422,0
47.6,29.6,70.2,1077,1
140.0,29.1,78.7,811,1
29.7,28.8,64.4,143,0
0.0,27.3,66.2,65,0
27.3,31.2,54.3,9,0
1.7,31.2,86.0,1065,1
52.2,32.7,72.4,1431,0
16.4,22.4,98.0,482,1
128.1,25.8,87.4,726,1
70.4,30.7,63.9,88,0
3.0,22.0,62.9,393,1
263.0,26.7,69.9,906,0
0.0,32.1,61.7,1216,1
0.0,31.8,64.7,1092,1
355.1,27.8,79.8,897,0
22.2,33.5,61.9,1280,1
356.1,24.3,92.5,630,0
0.0,32.0,69.2,8,0
9.2,32.6,75.1,1244,1
10.2,22.3,62.1,406,1
12.7,32.2,72.7,1152,1
104.4,24.0,64.4,436,1
76.3,22.8,86.8,547,1
0.0,23.0,64.1,248,1
116.4,22.0,69.4,488,1
0.0,28.3,61.5,39,0
0.0,31.2,60.2,107,0
0.0,30.8,80.9,1131,1
349.9,29.4,80.3,809,0
21.3,29.8,72.6,1146,1
75.1,22.7,74.7,556,1
112.5,22.9,75.8,518,1
242.5,23.6,74.0,577,0
0.0,25.7,69.4,304,0
210.3,31.3,84.2,976,0
24.4,27.7,75.0,339,0
0.0,22.6,78.5,237,0
0.0,35.9,61.7,1140,1
42.7,25.9,65.3,135,0
8.4,31.7,61.8,1336,1
0.0,33.4,75.7,1109,1
0.0,32.1,78.5,1050,1
9.4,33.1,58.1,1414,1
1.9,29.0,70.2,224,0
62.9,25.0,76.4,427,1
56.6,31.5,90.8,1007,1
3.6,23.5,58.5,295,0
174.0,24.6,80.3,749,0
0.0,28.1,75.4,38,0
369.7,22.0,86.6,740,0
8.5,25.1,60.6,194,0
0.0,29.8,67.4,1315,1
0.0,29.0,50.1,1413,1
439.6,28.3,89.7,835,0
8.6,26.5,59.4,179,0
33.3,27.7,70.3,266,0
0.0,22.0,76.3,361,1
0.0,28.7,62.7,9,0
0.0,30.7,45.8,1324,1
353.3,27.5,82.1,686,0
85.5,24.7,63.7,603,0
8.5,31.4,77.9,1426,1
115.1,22.0,75.1,432,1
0.0,26.9,65.1,316,0
0.0,31.7,51.2,1280,1
2.5,25.5,70.1,82,0
0.6,32.9,78.4,1112,1
31.1,32.4,70.9,1189,1
36.2,31.2,71.9,1199,1
0.0,30.1,58.7,1394,1
152.5,24.8,78.3,793,0
0.0,32.3,74.7,8,0
327.9,25.6,79.0,583,0
121.1,26.9,84.8,936,1
30.6,27.1,64.8,209,0
127.7,23.1,82.1,628,1
143.8,26.5,98.0,922,1
30.2,35.0,83.3,1173,1
38.9,29.3,70.6,54,0
242.5,27.4,81.3,954,0
2.2,29.1,81.3,1086,1
41.5,31.5,55.8,1252,1
0.0,27.6,67.3,1268,1
215.7,23.7,74.0,529,0
217.1,26.4,85.6,483,0
221.0,25.9,86.4,481,0
210.0,31.0,89.2,1015,0
173.1,30.0,84.1,719,0
413.0,26.5,84.3,746,0
77.0,22.3,82.5,452,1
91.6,30.7,92.3,931,1
51.6,31.1,66.2,1076,1
37.9,30.1,63.7,43,0
0.0,30.6,46.7,44,1
365.6,24.4,92.5,705,0
17.6,28.9,66.8,336,0
121.5,22.0,83.3,506,1
0.0,33.1,55.6,1347,1
5.3,26.3,69.3,242,0
293.8,29.9,77.9,959,0
88.9,30.1,71.4,1078,1
265.8,33.0,87.7,995,0
75.8,32.6,70.4,1068,1
4.0,28.5,74.5,50,0
3.2,33.7,87.5,1122,1
0.0,32.5,63.8,1267,1
16.1,23.0,91.1,463,1
0.0,24.6,73.7,169,1
26.6,27.5,88.1,289,0
0.0,30.0,80.7,1360,1
69.7,25.2,79.1,456,1
0.0,34.4,83.5,1132,1
70.3,29.2,75.7,1068,1
61.6,33.5,88.4,1064,1
14.2,29.7,60.8,1237,0
28.5,33.0,61.5,55,0
155.8,31.6,78.2,861,0
4.8,32.6,74.6,1033,1
33.9,25.4,72.4,374,1
299.2,30.8,82.1,954,0
212.1,28.4,87.3,945,0
141.9,25.3,84.7,843,1
87.2,23.7,76.1,317,0
113.5,28.6,72.2,480,1
0.0,22.2,69.8,371,1
170.9,28.9,81.1,833,0
126.8,24.3,82.9,640,1
34.3,31.3,80.0,1241,1
88.7,32.4,82.6,952,1
39.7,25.4,66.5,359,0
29.9,33.7,72.8,1309,1
302.1,33.8,82.7,916,0
71.9,31.4,70.5,1158,1
143.3,30.0,93.1,935,1
185.2,26.6,90.9,707,0
113.8,29.4,79.6,966,1
23.9,27.0,69.1,248,0
413.9,28.3,82.5,727,0
21.1,25.7,66.6,444,1
0.0,31.1,63.1,1386,0
22.4,22.0,70.0,281,0
172.8,22.3,74.1,667,1
200.5,27.7,71.2,503,1
0.0,26.1,85.0,136,0
0.0,30.3,79.3,131,0
1.6,27.5,59.1,45,0
12.4,29.9,62.0,1290,1
96.9,32.2,81.9,1031,1
35.4,33.9,62.0,1436,1
383.0,26.5,85.3,661,0
180.7,24.7,79.6,491,1
197.6,22.0,76.0,506,0
8.4,26.6,65.6,1065,1
163.9,30.0,71.0,1026,0
19.7,24.8,71.9,417,1
3.4,26.9,62.8,237,0
202.5,30.4,75.0,732,0
193.8,26.9,93.3,1012,0
0.7,30.2,69.3,1415,1
0.0,32.4,63.6,60,0
358.2,28.3,89.8,828,0
12.3,25.8,64.2,154,0
33.0,22.0,88.9,269,0
360.0,26.2,98.0,810,0
0.0,26.0,79.9,136,1
0.0,30.6,74.3,1327,1
23.1,29.1,72.0,362,1
28.5,28.8,62.2,1078,1
182.6,24.7,95.7,729,0
23.9,33.3,62.4,1353,1
0.0,32.5,68.1,1281,1
104.3,27.1,85.5,543,1
162.4,27.6,89.7,751,0
269.7,27.7,84.9,928,0
53.2,25.0,73.8,525,1
46.9,29.3,64.1,70,0
0.0,27.9,63.8,1365,1
8.6,30.3,78.6,252,0
50.9,29.7,65.3,1318,1
175.8,29.8,77.8,963,0
4.4,30.5,67.1,1321,1
28.8,32.1,65.6,1293,1
0.0,27.4,67.9,222,0
78.5,31.2,71.5,981,1
32.8,23.0,71.0,484,1
34.8,34.0,67.8,1148,1
0.0,27.7,68.0,79,1
57.3,29.8,58.3,1400,1
12.8,27.4,79.7,1036,1
16.9,32.5,77.7,1211,1
0.0,34.9,56.1,1287,1
339.3,24.0,76.0,617,0
159.9,29.5,74.1,722,0
104.3,22.0,66.4,424,1
54.9,27.3,46.6,59,0
242.8,32.8,81.5,1012,1
132.1,24.8,77.5,711,1
8.2,25.0,69.5,193,0
0.0,32.5,77.6,1247,1
358.3,26.7,77.3,745,0
60.0,25.9,86.2,498,1
50.5,23.9,84.1,400,1
0.0,28.8,61.0,1336,1
17.9,30.3,49.5,1433,1
20.0,26.0,60.3,278,0
0.0,28.3,89.6,281,1
99.3,27.0,78.0,963,1
219.2,23.2,88.1,521,0
2.3,25.8,72.6,334,0
0.0,34.6,61.0,1103,1
275.5,27.7,86.1,940,0
0.0,30.4,65.0,1212,1
8.4,30.4,81.1,92,0
267.7,22.0,76.1,554,0
118.0,27.9,95.7,914,1
0.0,27.2,83.5,270,0
326.7,28.7,72.1,882,0
143.7,26.4,90.5,747,1
198.1,22.7,82.1,729,0
358.7,23.4,94.3,776,0
399.6,30.7,86.9,846,0
409.4,26.8,86.2,812,0
0.0,23.7,74.2,426,1
329.1,23.0,88.3,604,0
54.8,30.9,66.3,1045,0
23.1,29.9,72.9,1434,1
40.9,28.7,74.6,195,0
120.0,22.0,86.2,599,1
38.0,31.7,57.5,56,0
8.2,29.3,62.3,247,0
429.1,27.2,79.7,741,0
11.8,27.5,57.8,33,0
3.2,33.1,68.8,1359,1
126.7,23.2,73.5,447,0
0.0,27.0,63.3,165,0
44.5,28.3,62.6,155,0
0.0,24.0,65.7,415,1
17.6,26.0,63.6,226,0
0.0,29.4,75.2,126,0
91.4,28.2,90.3,891,1
114.3,22.0,81.5,459,1
0.0,30.0,78.3,178,0
64.5,26.9,70.7,402,1
92.9,32.0,74.8,1047,1
136.2,25.9,91.7,658,1
129.3,24.1,83.4,601,1
204.2,27.6,72.7,968,0
16.6,25.5,62.9,305,0
16.2,27.2,70.2,474,1
0.0,30.5,75.2,57,0
249.8,27.5,83.8,540,0
0.0,34.9,77.5,1082,1
9.8,27.9,66.7,129,0
12.5,26.0,62.3,216,0
369.0,23.7,62.6,643,0
297.1,27.7,70.5,862,0
0.0,28.1,74.9,32,0
66.8,25.1,86.1,488,1
392.1,26.4,96.5,652,0
81.6,27.8,77.1,1092,1
359.5,29.6,90.6,747,0
315.6,28.0,71.8,950,0
4.6,26.4,55.2,186,1
24.9,30.6,73.6,25,0
0.0,30.2,74.7,1155,1
440.7,24.8,85.0,759,0
0.0,28.3,61.0,57,0
0.0,26.0,84.5,265,0
0.0,24.8,63.3,290,0
136.8,27.7,96.7,818,1
9.3,28.8,66.5,1374,1
134.0,27.9,68.6,811,1
30.7,22.0,82.6,455,1
1.7,29.0,67.4,221,0
0.0,26.2,71.5,416,1
10.4,27.6,73.3,1140,1
26.9,33.1,54.3,1128,1
323.8,22.8,85.2,860,0
49.5,29.5,68.7,1272,0
3.0,29.0,82.8,230,0
37.8,30.4,93.7,1105,1
189.7,27.1,77.8,524,0
0.0,33.4,77.9,1208,1
162.4,25.1,95.8,756,0
463.3,25.8,85.4,802,0
0.0,34.5,68.3,1320,1
406.7,26.0,81.7,781,0
6.0,28.1,57.5,1302,1
295.0,22.3,91.0,567,0
77.0,29.3,74.2,935,1
15.8,24.4,67.9,270,0
16.6,36.2,74.8,1360,1
0.0,23.9,61.4,304,0
8.0,27.8,62.9,96,0
392.7,24.0,96.4,744,1
389.4,27.8,73.6,727,0
0.0,30.9,71.5,1113,1
74.0,32.5,67.4,1058,1
13.7,33.8,82.8,1128,0
0.0,30.7,80.5,31,0
118.4,24.8,87.2,477,1
4.5,29.5,70.9,1318,1
94.6,26.0,80.6,910,0
0.0,26.0,71.5,106,0
65.6,24.3,82.8,444,1
0.0,29.8,62.4,302,0
310.1,27.9,73.2,944,0
0.0,33.5,53.8,1369,1
198.4,25.6,85.6,651,0
159.0,30.1,77.8,991,0
24.3,31.0,71.2,1371,1
38.9,30.6,84.9,1114,0
125.0,23.6,86.4,631,1
87.0,25.3,76.9,453,1
39.4,33.6,78.2,1296,1
8.3,26.1,55.7,231,0
97.4,23.7,84.2,604,1
105.8,23.0,75.9,464,1
163.3,26.0,78.8,507,0
0.0,30.8,61.2,87,0
314.3,32.0,92.5,907,0
49.0,23.5,58.5,326,0
8.8,30.8,75.4,1215,1
42.0,35.3,61.9,1217,1
0.0,34.1,58.7,1104,1
92.4,22.2,81.1,477,1
132.9,25.2,88.8,827,1
0.0,31.3,76.3,1380,1
269.0,31.5,82.4,907,0
132.1,23.4,92.3,719,1
16.6,26.2,77.1,260,0
41.0,33.0,66.6,1413,1
3.7,30.4,55.1,1403,1
9.3,31.3,80.8,1116,1
62.1,33.7,84.8,1045,1
202.9,23.2,72.8,526,0
60.4,31.6,62.5,73,0
46.3,31.6,58.4,1197,1
353.5,23.0,92.1,688,0
0.0,30.1,57.6,89,0
215.3,22.9,87.1,542,0
16.5,27.7,71.6,6,0
48.4,30.9,72.9,215,0
202.4,26.0,85.5,670,0
166.5,23.4,87.9,511,0
28.8,26.4,67.2,238,0
205.6,27.1,88.3,537,0
61.4,28.4,69.0,311,0
59.2,28.9,74.9,14,0
88.2,24.7,84.0,577,1
257.8,26.2,84.5,837,0
8.9,33.4,68.1,1283,1
122.5,30.1,87.3,1020,1
0.0,22.0,68.9,317,0
71.7,28.8,79.7,1065,1
0.0,33.9,64.5,1195,1
278.5,27.6,78.3,906,0
329.8,29.6,87.9,881,0
296.8,29.8,77.1,940,0
108.9,22.7,85.3,421,0
177.6,25.7,96.7,759,0
38.4,30.2,61.8,1373,1
316.3,23.8,79.3,630,0
0.0,22.0,82.2,392,1
174.6,29.8,82.5,1011,0
75.9,29.7,65.9,1049,1
61.6,32.0,61.3,1290,1
0.0,32.5,67.6,1353,1
0.0,32.7,90.6,1086,1
225.8,24.9,92.7,744,0
342.6,26.7,98.0,855,0
0.0,31.2,66.6,1341,0
14.2,34.1,49.0,1295,1
0.0,30.8,87.9,1312,1
0.0,28.6,57.4,26,0
264.3,26.8,70.7,916,0
39.2,27.0,77.0,243,0
23.5,27.4,77.7,177,0
0.0,29.5,76.4,1354,1
109.1,22.5,85.6,580,1
23.4,32.8,60.0,1101,1
0.0,26.3,72.8,286,0
9.1,23.2,86.0,411,1
177.3,28.1,88.4,814,0
0.0,30.1,66.2,163,0
419.5,27.3,93.3,734,0
400.5,26.4,92.9,771,0
167.5,27.5,78.9,579,0
0.0,31.7,69.2,103,0
20.9,25.3,71.8,320,0
59.4,26.2,79.7,432,0
8.5,28.3,67.6,226,0
410.8,24.1,82.4,670,0
122.8,31.2,77.9,888,0
75.0,27.5,81.0,472,1
27.6,26.9,80.2,415,1
158.9,28.2,80.0,806,0
0.0,33.4,57.6,1350,1
0.0,30.8,74.1,1123,1
366.9,29.2,82.6,811,0
35.0,29.3,76.0,1311,1
151.8,25.3,93.1,749,0
18.3,27.0,60.0,1217,1
0.0,30.8,63.3,15,0
0.0,33.5,77.6,1114,1
27.7,33.3,62.1,58,0
0.0,26.5,79.1,188,0
275.0,24.6,70.1,578,0
19.6,28.0,60.9,170,0
0.0,35.5,72.9,1176,1
247.1,24.7,74.1,530,0
64.6,31.7,63.1,129,0
0.0,27.7,57.8,351,0
0.0,26.7,82.1,311,0
0.0,30.4,71.0,1327,1
189.1,23.0,68.5,662,0
22.5,31.6,74.3,1338,1
29.1,30.2,63.2,58,0
152.6,26.7,79.0,910,0
0.0,33.0,66.5,1387,1
18.1,26.4,66.8,265,1
201.5,25.2,79.8,524,0
295.7,27.5,73.9,597,0
434.5,24.4,82.1,742,0
341.9,23.8,77.9,894,0
365.5,24.0,88.4,669,0
0.0,29.5,69.1,257,0
54.4,26.0,69.4,251,0
40.2,30.4,69.8,1058,1
345.3,24.1,90.1,685,0
44.9,28.0,69.9,130,0
0.0,23.4,84.4,369,1
153.5,29.0,82.7,962,0
0.0,33.6,74.4,1086,1
25.0,36.0,82.5,1023,1
10.0,28.3,59.3,39,0
0.0,29.8,61.9,1387,1
11.2,24.9,65.7,277,0
42.7,32.2,75.3,72,0
0.0,31.5,64.3,11,0
0.0,24.0,75.9,394,1
114.5,23.5,78.6,637,1
356.0,27.7,85.9,653,0
71.3,30.9,77.4,1070,1
164.0,29.9,91.0,1002,0
4.3,24.7,64.4,95,0
10.1,26.1,80.3,406,1
4.5,24.5,67.3,361,1
269.7,24.3,82.7,554,0
22.3,32.1,70.8,1308,1
12.3,33.9,62.5,1233,1
0.0,23.5,68.2,158,0
306.1,22.8,75.9,685,0
19.7,31.9,48.7,167,0
338.7,22.1,85.1,604,0
121.2,23.6,92.7,707,1
52.6,29.5,51.0,204,0
161.6,29.1,88.0,950,0
38.7,32.0,81.3,1173,0
110.3,34.0,61.4,1066,1
0.0,25.8,67.0,183,0
38.1,30.8,58.0,1293,1
0.0,26.7,88.3,326,0
0.0,32.3,70.6,1254,1
165.5,30.1,70.1,881,1
63.7,28.7,72.4,53,0
50.2,28.4,63.2,175,0
10.6,25.9,70.2,268,0
22.9,31.1,59.4,1264,1
46.8,27.4,86.0,977,1
105.9,26.1,88.9,783,1
232.4,22.9,86.2,480,0
11.0,30.5,62.5,169,0
116.6,27.1,77.7,739,1
0.3,28.9,73.1,125,0
157.1,24.2,91.9,619,0
27.5,27.3,50.6,79,0
27.1,31.3,68.1,1425,1
335.5,30.8,85.7,866,0
134.6,24.3,85.1,745,1
3.5,32.4,80.1,1111,1
26.9,31.0,48.3,1269,0
310.0,29.0,95.7,917,0
150.9,30.5,96.4,1060,0
1.1,25.4,77.0,371,0
366.7,25.7,89.1,729,0
33.6,26.0,61.9,203,0
202.5,22.0,85.9,503,0
74.7,24.6,81.9,592,1
98.7,25.2,78.2,530,1
42.4,24.7,73.4,397,0
357.9,27.9,76.3,885,0
146.2,27.1,88.0,444,1
0.0,34.7,88.0,1087,1
116.7,26.7,77.2,654,1
27.6,26.7,73.4,253,0
0.0,29.2,71.8,102,0
319.0,22.0,73.7,570,0
288.0,25.2,77.8,923,0
38.3,34.2,61.6,1335,1
418.9,26.2,94.5,739,0
76.5,30.9,84.9,457,1
140.3,22.8,85.6,526,1
369.9,25.4,80.5,614,0
155.5,26.6,86.4,613,0
0.0,30.2,75.5,1372,1
137.1,28.5,93.7,911,0
324.6,23.7,75.8,573,0
0.0,30.0,48.7,1387,1
96.5,26.0,75.5,678,1
30.5,25.3,68.3,345,0
424.5,22.0,86.8,664,0
260.8,24.4,86.3,595,0
126.7,31.6,77.1,1046,1
113.5,30.7,80.6,1060,1
0.0,30.3,73.2,192,0
97.4,24.7,75.2,511,1
0.0,24.6,71.7,390,1
70.5,32.6,82.0,1060,1
115.7,28.7,80.8,465,1
146.6,24.2,73.1,636,1
0.0,26.6,81.1,361,1
164.6,27.7,81.0,486,0
21.2,23.7,69.3,467,1
18.6,25.7,64.6,130,0
34.3,30.9,78.2,970,1
0.0,31.7,58.2,82,1
404.5,27.4,84.7,870,0
388.4,29.2,86.9,823,0
107.4,29.1,87.5,1064,1
281.0,28.5,69.0,907,0
29.8,31.7,73.4,1195,0
4.2,31.6,64.2,1291,1
0.0,25.2,65.2,227,0
13.4,31.2,88.8,1160,1
45.7,22.0,80.7,330,0
14.2,26.6,81.7,300,0
348.1,24.6,85.8,612,0
115.3,32.3,81.0,970,1
0.0,30.6,56.1,1408,1
